,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),key,longitude,latitude,EVI_04-07,EVI_04-23,EVI_05-09,EVI_05-25,EVI_06-10,EVI_06-26,EVI_07-12,EVI_07-28,EVI_08-13,EVI_08-29,EVI_09-14,EVI_09-30,EVI_10-16,pr_04-07,pr_04-23,pr_05-09,pr_05-25,pr_06-10,pr_06-26,pr_07-12,pr_07-28,pr_08-13,pr_08-29,pr_09-14,pr_09-30,pr_10-16,tmmx_04-07,tmmx_04-23,tmmx_05-09,tmmx_05-25,tmmx_06-10,tmmx_06-26,tmmx_07-12,tmmx_07-28,tmmx_08-13,tmmx_08-29,tmmx_09-14,tmmx_09-30,tmmx_10-16
10,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,60.4,,WOODFORD-ILLINOIS,-89.19145755197091,40.79276230244349,1694.2319985082586,2041.9207747068508,2345.3360828669497,3052.1276909493877,4216.438131525148,5424.742710372368,6646.905064920116,7138.399905778982,6984.324036375467,6033.908848389446,3385.140320618205,2263.085017763632,1826.4205485369866,4.2991218852425765,0.0,1.7150636440265679,2.350927366468007,14.008978889373962,11.553070076568398,2.63053892829461,15.479538934673378,0.0,0.03777458710584812,0.0,0.0,0.0,287.9411670433547,292.1225337411115,295.616569107878,296.9106496479697,305.47543024302956,295.45642491871723,304.2400439599317,302.64637308634684,301.0211209051623,299.9753951569517,302.43934658758656,294.3259255414951,289.90318252654845
11,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.3,,CHAMPAIGN-ILLINOIS,-88.19473835547242,40.13373599607538,1574.5115015818642,1704.6751430215102,1963.255245279051,2927.6747676747455,4458.784492600922,5879.230662420464,7288.880063085188,7324.720211802547,6678.574088085465,5037.240774194847,2726.402951325134,1977.2003401883371,1640.0181371584906,5.64074435338053,0.0,4.96961227263617,0.022196882053327708,0.047490298098121476,17.52238947533744,0.5644859823853798,5.908548317222952,0.0,0.8744572240429875,0.0,0.0,0.0,288.9877036977037,291.8694483676803,297.8591947466414,296.8780357859959,304.8430885005963,295.45490462163525,304.0569597761208,303.00829669322553,300.7240312522817,299.95625347957434,300.03107896846404,294.19919811973693,289.9765166760976
12,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,FORD,53.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62.4,,FORD-ILLINOIS,-88.21880340617643,40.59889101271316,1458.7560746912584,1690.0723738097743,1859.609058431589,2447.2843339121873,3561.9917917589864,4947.304344066542,6816.491118362143,7046.1665346090585,6697.866769979118,5988.490883623938,3552.6857310634623,2161.3783993426505,1661.7502277281494,3.4495554032263818,0.0,2.552921889277248,0.03650846612917912,1.1940102054701223,17.449508335876775,2.926623373836666,4.683826567290665,0.0,1.224615948927867,0.0,0.0,0.0,287.5023024918197,291.5513218470982,294.9826674027876,296.51864742923095,304.9934940090427,295.1791906976081,303.1429748535156,302.53816995992287,300.63413525866224,299.3320027140828,300.37079570819805,293.40990537172786,289.36205499822444
13,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57.1,,IROQUOIS-ILLINOIS,-87.82900721560628,40.744487057289724,1505.8504152902142,1784.0182148968358,1953.6188577166533,2332.549020780384,3267.6658038651854,4482.955252160442,6364.001261065521,6525.15581124334,6406.536335066802,5834.495477162206,3756.8967291966924,2288.238159141904,1720.2644811985874,2.9262784066654386,0.0,2.9891701359301805,0.027675951077114968,1.0347870064101048,20.53419391190012,5.0854166856124285,3.0190468117417324,0.0,2.339262322655746,0.0,0.0,0.0,286.9367020924886,291.19110325404574,293.7431290944417,296.5663547515869,305.1710898989723,295.32259268987747,302.64302544366745,302.7011610666911,300.6174864087786,299.0472658248175,299.91558447338286,293.2343839917864,289.29076839628675
14,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.2,,KANKAKEE-ILLINOIS,-87.86692303302057,41.14117369657037,1671.8356627061014,1977.9953671589155,2189.476353945978,2520.211641507838,3243.412266153412,4771.786102391732,6341.398624083958,6353.325684206164,6488.600804896785,5720.835644715037,3223.011869923873,2267.5084556803217,1901.9611101041078,1.5117197685709625,0.0,2.8089122084256646,0.30329114797516404,6.117012261230255,20.018613567140616,12.089577601613286,2.0855130647944513,0.0,2.277626293424134,0.0,0.0,0.0,285.7876813656816,290.79129969516646,291.41944314831886,296.74923549188634,305.6318148318852,295.27189479364415,301.89384603054725,302.7602838534061,300.46900212653327,298.30243647209954,300.1456961943724,292.4742561411635,288.69296478556697
15,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.8,,LIVINGSTON-ILLINOIS,-88.55945404033572,40.892864588762905,1465.3403882231312,1737.6101575037242,1871.9641124905447,2440.437095399546,3633.5852098540236,5064.753154249759,6663.381080877405,7143.154461041631,6996.713359814733,5995.5609089805475,3064.9563907569536,2074.0793877452647,1621.0216660003596,2.9630959771928334,0.0,2.3770903717903864,0.8479770124845561,3.1391583368891762,16.86741546851893,6.526360389554784,8.758743222270693,0.0,0.42432961692767485,0.0,0.0,0.0,286.99368703932987,291.7136275881813,293.8416014171782,296.5944034031459,305.63091995602565,295.37333670116607,303.3732755751837,302.83327756609236,300.5420381455194,299.3921391623361,301.3466493515741,293.5186307997931,289.2553710029239
16,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,PIATT,147.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,69.4,,PIATT-ILLINOIS,-88.59074334447013,40.010956553703615,1613.8788409558608,1709.0152365688812,1962.2800830300996,3302.0734396256603,4998.802819530802,6211.098251905703,7248.056938943407,7584.725056696487,6783.2764677122295,4716.889069397208,2316.6393410225837,1859.5100765868922,1619.4358545524274,4.645027033156818,0.0,3.0312343132164745,0.05393159306711621,0.0,13.960318744803468,0.8777777747147613,5.577504396438599,0.0,1.0081331719540887,0.0,0.0,0.0,289.294676038954,292.1873739030626,298.7570270962185,297.385714424981,305.0197056664361,295.6711243523492,304.52996148003473,303.30793401930066,300.76019710964624,300.1522399054633,300.5238586001926,294.87288750542535,290.1643873850505
17,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,VERMILION,183.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.9,,VERMILION-ILLINOIS,-87.73938979557545,40.19180031564951,1730.3149546526977,2062.4689516721155,2286.442101174668,2786.42417784352,4127.624027480102,5271.619463893208,7006.281909195181,7074.0254175363625,6768.404645229902,5947.090289811508,3611.2776448207665,2305.3513223413547,1812.2010113675367,3.606581095215324,0.0,7.393777833014101,0.0024475525100748022,0.0741892837352686,17.12195708847546,3.4863636237341207,1.474049091755927,0.0,0.885183407293333,0.0,0.0,0.0,288.6404447755614,291.32352484856455,297.1363002537014,296.5056429776278,304.5440868030895,295.47231287389366,303.5107158314098,302.82798841783216,300.43674527681793,299.82674637374345,299.4174811089789,294.1715151913516,289.8412619637443
18,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.5,,CLARK-ILLINOIS,-87.79187924598214,39.332621374620516,2078.33715137652,2563.709850006783,3035.6225203191216,3811.0941765452962,4239.632642711954,5928.018397860586,6350.00987806161,6863.266018305285,6536.376717840838,5340.038058487857,3180.5429993941902,2539.3088193976773,2005.0957994445791,2.133133740761341,0.0,8.63650239430941,0.0,0.0,3.5159281622140837,4.2903846332278,0.9059054433153226,0.0,0.021153846803383947,0.0,0.0,0.0,289.9156423715445,292.3867387038011,300.5064470340044,297.51307463034607,304.8125933133639,297.6514080732297,305.85104017991284,303.8787931784605,301.6241376827925,301.33126146365436,300.28553302471454,295.5509289472531,290.65644406049677
19,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.3,,CLAY-ILLINOIS,-88.48358580423152,38.75596578240104,2778.8194007786756,2926.294357314643,3087.1307889999725,3585.2870543504378,4085.930618279147,4830.157967833635,5825.400873447885,6275.951273430032,6111.384665378808,4539.598536176324,3084.0651044787905,2566.0806300787276,2126.509923653921,3.0111460587749743,0.0,14.187797187125845,0.0,0.0,8.021994283754532,2.0894989902026033,0.33966456945628337,0.0,0.0,0.0,0.0,0.0,290.48132094291793,292.84089242595513,299.974147848887,298.18382848452217,304.78526347957245,299.4082277898919,306.84573719599473,304.7977545751284,301.92700048995346,301.4980495923186,301.09612138303993,296.1372339954115,291.1090378434691
20,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.3,,COLES-ILLINOIS,-88.22909099821304,39.52391738655257,1874.9781973604495,2112.044830490459,2322.9757952185005,3464.54937255846,4730.608584719058,6287.763397176219,6793.999093784717,7280.373537685828,6734.423262611415,4560.156750385131,2613.941358269832,2108.2365773014244,1778.5469240111067,4.356420468768956,0.0,6.305817209644082,0.2144462607892943,0.0,5.952129464642502,0.07716049456302031,2.4024067094296586,0.0,0.0,0.0,0.0,0.0,289.7272593180339,292.3591606234327,299.80169828438466,297.44704729245035,304.3647551359954,296.59936165515285,305.29212311167777,303.5280857792607,300.7916169343171,300.9192970181689,299.92913969063466,295.29789809238764,290.3682663529008
21,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.7,,CRAWFORD-ILLINOIS,-87.76463176417442,39.00485597751869,2538.2758615880202,2941.244818553595,3117.661147408087,3876.3066636749545,4468.2690225876995,5171.257636037121,6281.1107857548795,6781.903631784059,6323.62474823978,5204.864491033047,3215.03623777284,2631.185497501677,2093.309747198016,1.518176122291668,0.0,10.313240199475675,0.0,0.0,5.5231141077505574,1.8305161975928255,0.776144228271536,0.0,0.07986192626727594,0.0,0.0,0.0,289.83748049349396,292.4388708166174,300.34468614732896,297.35994452399177,304.8500867276578,298.27802730251005,305.9352206668338,303.87535693194417,301.7164960294156,301.45505503061656,300.2511503889754,295.7115507383604,290.6076837488123
22,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.1,,CUMBERLAND-ILLINOIS,-88.24172400142714,39.276373824187715,2124.2720039807846,2618.8305834422144,2908.0584963920755,3672.7186441908266,4025.8242339646863,5547.577980103814,6256.422744218241,6923.765303910082,6649.5254549173815,5215.330737992852,3085.990611432103,2504.2590840004973,2047.462524415404,1.7796020236882297,0.0,7.745578215338967,0.0,0.0,4.453702753240412,0.32818182110786437,2.836842101270502,0.0,0.0,0.0,0.0,0.0,289.81943914240054,292.5167275168679,300.10341186523436,297.7407723166726,304.75885314941405,297.7289606267756,306.11776983087714,303.9824141068892,301.6127366499467,301.36388244628904,300.6257576682351,295.63200184215196,290.6495930064808
23,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63.7,,DOUGLAS-ILLINOIS,-88.22131797416375,39.76576417474168,1662.2389415704117,1814.5146998311468,2030.5144214896188,3129.530938000625,4661.0988141985545,6083.463114318074,6825.505165642493,7474.887168145531,6816.716560974169,4462.923149031926,2447.7033679865435,1913.8060349282205,1629.7996885517082,3.1608795357532187,0.0,6.477448041321801,0.0,0.0,12.988454240267394,2.1950819607152314,5.500079135425755,0.0,0.0,0.0,0.0,0.0,289.6604474177126,292.2916777563877,299.5507517329982,297.38715625200115,304.68726111240073,296.14685333752243,304.7738845074763,303.3959505675269,300.75824825099255,300.6100558921939,300.24399729244044,295.20330035100216,290.4459503674116
24,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.7,,EDGAR-ILLINOIS,-87.75043599542045,39.68125533134624,1885.6638260185473,2100.4500146331184,2217.8899620397096,3171.6555003337626,5050.646020000227,6607.387970850708,6963.915667563405,7347.048290647511,6825.619326163899,4942.929350587784,2662.8890397572177,1985.9926289207344,1690.0627077612548,4.595638996170413,0.0,8.192424266569075,0.020423612767650236,0.0,8.029418909101077,4.356451622260514,3.367362610114518,0.0,0.24462365719579882,0.0,0.0,0.0,289.282962758054,291.7761463452411,299.3765778900475,296.730711085822,304.4971251128822,296.24610031292,304.672609226678,303.33147602696573,300.8191863029234,300.72625026907974,299.757086641045,294.9156564692015,290.4230205576907
25,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.3,,EFFINGHAM-ILLINOIS,-88.58515074369396,39.05937861113862,2461.7592532771023,2838.706641270728,2960.572257600811,3502.3442374582864,3964.613312633001,5412.421579087096,6234.835252823124,6733.627395714136,6487.3616804923195,4869.73037006267,2880.2042938778814,2530.736415432189,2112.675068098729,2.3655655997640945,0.0,6.162121842889225,0.060857724836644006,0.0,8.463356705272899,1.4448529484079164,1.5447454036158674,0.0,0.0,0.0,0.0,0.0,289.8116206000833,292.6498516307158,299.73722592522114,298.0559535307043,304.65531225765454,298.27147113575654,306.67632069307217,304.29287674847774,301.7481913847082,301.3834239735323,300.9072557337144,296.10982311473174,290.8624725341797
26,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.5,,FAYETTE-ILLINOIS,-89.0161795046332,38.99555925110087,2532.5933110756973,2926.912344009466,3069.671017997966,3473.9119765288046,4059.156166236922,5374.311536943179,6042.135536726883,6661.323430458418,6457.479539504142,5220.74548684207,3305.9268923129275,2705.3598445338444,2185.1687608835605,2.969995503031879,0.0,6.08034501600703,0.0447830537316996,0.0,5.682548050213297,0.47431192567589087,0.6019532541069416,0.0,0.013543244758877186,0.0,0.0,0.0,289.63418131137115,292.6258850097656,299.36579307066194,298.1645062647828,304.2673891399979,298.1500253939847,306.42289019943377,304.1576825063163,301.4931567830777,300.98117807370807,300.92565721984306,295.90368162382634,290.9235522068969
27,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.6,,JASPER-ILLINOIS,-88.14891330537685,39.01140967904424,2361.9933184237225,2651.391823794743,2861.813833644158,3394.5243944321387,4158.602006955889,5030.0459593807045,6370.463408722924,6781.139037143491,6379.358052162702,5079.434204756268,2986.6925220057738,2459.5151405605507,1986.0469014164971,1.7615574941039085,0.0,13.514278090000152,0.0,0.0,7.786800423264504,9.24982809536159,1.183987420797348,0.0,0.0,0.0,0.0,0.0,289.7611415863037,292.4642206192017,299.92864379882815,297.61972389221194,304.6406078338623,298.2956909179687,306.1870645523071,303.9477912902832,301.58825836181643,301.2449224472046,300.47507553100587,295.8498901367187,290.8157958984375
28,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.0,,LAWRENCE-ILLINOIS,-87.72475473053059,38.723741867991144,2478.5461363049085,2760.0475294969965,2847.804163875322,3809.991134313116,4561.476558769906,5332.741821657617,6113.112762937864,6514.2190247461,5948.863753098474,4690.424606125299,3028.8160644116438,2433.4457888956495,1979.5374924015855,3.568755168181199,0.0,8.381507873535156,0.06951871457008216,0.0,6.4241950282683735,1.1201268308437788,3.1195497936927357,0.0,0.021859328620708905,0.012500000401185108,0.0,0.0,290.20854392418494,292.64983162513147,300.53456526536206,297.7857105548565,304.8969973050631,299.21141169621393,306.068409552941,304.5407509436974,301.86576755230243,301.6635272686298,300.26174369225134,296.1429490309495,291.5656553415152
