,Program,year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),key,longitude,latitude,EVI_04-07,EVI_04-23,EVI_05-09,EVI_05-25,EVI_06-10,EVI_06-26,EVI_07-12,EVI_07-28,EVI_08-13,EVI_08-29,EVI_09-14,EVI_09-30,EVI_10-16,pr_04-07,pr_04-23,pr_05-09,pr_05-25,pr_06-10,pr_06-26,pr_07-12,pr_07-28,pr_08-13,pr_08-29,pr_09-14,pr_09-30,pr_10-16,tmmx_04-07,tmmx_04-23,tmmx_05-09,tmmx_05-25,tmmx_06-10,tmmx_06-26,tmmx_07-12,tmmx_07-28,tmmx_08-13,tmmx_08-29,tmmx_09-14,tmmx_09-30,tmmx_10-16
10,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,60.4,,WOODFORD-ILLINOIS,-89.19090279339365,40.793409458371734,1708.1848440064452,2129.7549243705203,2369.930167762727,2573.382734579623,3403.5572782455342,5130.182826445633,6617.013595803999,7313.524602184178,7126.3984326972495,6241.913395216389,4130.300639370332,2435.590901241044,1724.2669797121284,0.0,0.0,0.0,0.0,0.0,1.9107142793280738,5.229761916966665,0.0,0.0,0.0,0.0,0.0,0.0,287.5702369326637,295.9904752458845,294.7130969819568,292.889285496303,304.19285946800596,296.2595254807245,304.61904870896115,300.45833079020184,299.60238247825987,300.1702372233073,302.3392838977632,295.28690628778367,292.1952383858817
11,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.3,,CHAMPAIGN-ILLINOIS,-88.19504207921733,40.13350775847287,1590.1781883005006,1652.069108470299,1970.8171446714027,2523.664217001083,3380.3554348271136,5252.169422095107,7242.500823282312,7370.075267878076,6812.359632848895,5598.984248480563,2821.8481407147588,2114.299154510878,1575.3788559905674,0.0,0.0,0.3087499996647239,0.0,0.0,0.4281250020489097,1.1325000021606684,0.0,0.0,0.04000000040978193,0.0,0.0,0.0,286.4643732070923,295.8874990463257,298.3137493133545,292.06500072479247,304.13125095367434,295.788126373291,305.28312454223635,300.6681255340576,299.87812519073486,299.7093761444092,299.7375017166138,294.79937438964845,291.3999996185303
12,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,FORD,53.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62.4,,FORD-ILLINOIS,-88.21854825272133,40.59882850342779,1454.6381394674231,1700.73842636856,1892.2046027806407,2178.6048231362665,2736.8849145003896,4707.1917569468915,7163.540066602409,7423.907790774138,6977.401919732219,6495.634109325624,3934.6498262289915,2485.1057220068788,1610.7034194071425,0.0,0.0,1.349350649815101,0.01038961054442765,0.0,1.7870129737761113,5.853246747673332,0.0,0.0,0.09610389811652047,0.0,0.0,0.0,286.1909084567776,295.7090929700183,293.77532483385755,291.7532463569146,304.03896143529323,295.7194800438819,303.86233718673907,300.0428553989955,299.43636411196223,299.4311666117086,299.77922157188516,294.249349618887,291.1324692763291
13,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57.1,,IROQUOIS-ILLINOIS,-87.83002352712496,40.74502268269654,1540.0447913288197,1823.1414402065502,1971.3212376216768,2093.0517299217618,2584.153299502149,4291.188661681944,6635.016542597259,6936.996764113155,6843.570686842573,6414.251455158099,4360.161357250627,2690.746662048175,1691.9678745410893,0.0,0.0,1.511904763501315,0.029166667056935176,0.0,2.9607142809601057,10.170833371224857,0.9023809530550525,0.0,1.4982142888364338,0.0,0.0,0.0,286.03749865577333,295.57083202543714,292.01845314389186,291.798214503697,304.2255941118513,295.75238073439823,303.4999994550432,300.03690501621793,299.02380970546176,299.2273797534761,299.06785819644017,294.3351167951311,291.0434537615095
14,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.2,,KANKAKEE-ILLINOIS,-87.86571338892283,41.141794244008054,1738.9291644210239,2010.2185404698444,2213.9267885381546,2285.8718480172715,2811.598115950025,5174.684892484299,6897.638021726844,6881.639203155936,6995.0283846891325,6170.860168572414,3713.3803816799104,2478.691243710561,1857.958167361089,0.0,0.0,0.08785046873805678,0.0,0.0,2.87757009267807,24.138317830094667,0.0,0.0,0.6233644878195825,0.0,0.0,0.0,286.36168264228604,295.3196265675197,289.59906633323595,292.685980680947,304.71962759427936,295.882243218823,301.88878453334917,299.7280381817684,298.3850468430564,298.73271079375365,299.1429902549102,293.9663556535667,290.59719934196113
15,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.8,,LIVINGSTON-ILLINOIS,-88.56105700881116,40.894071765384545,1447.6798382906484,1754.4260225948844,1896.934812452801,1981.15394407076,2708.2626795253987,4732.974689103895,6712.2749001326765,7413.422588442234,7343.946169705183,6463.087802028926,3390.1529738316344,2271.029134817389,1533.4330827652066,0.0,0.0,0.0,0.01130952402239754,0.0,2.0642857053095387,12.733928554114842,0.0,0.0,0.033928572244587396,0.0,0.0,0.0,286.61607197352816,295.7309514000302,291.72797775268555,292.15178753080824,304.5988099234445,296.1434520539783,303.6220232645671,300.5446410406204,298.9553573245094,299.7648811340332,300.56904729207355,294.51130912417455,291.12380945114865
16,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,PIATT,147.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,69.4,,PIATT-ILLINOIS,-88.59142206343553,40.010564045907024,1674.8965746407628,1664.0637383613305,1916.0104452381556,2711.1599131430225,3768.513708377926,5187.08086331224,6877.758872133752,7486.400928095227,6913.3403158518095,6010.258403758179,2351.2859690939763,1902.968787135402,1581.353318622991,0.0,0.0,0.0,0.009722222470574908,0.0,0.6833333319260014,1.7555555494295225,0.0,0.0,0.0,0.0,0.0,0.0,286.74861272176105,296.0486119588216,300.40833282470703,293.4277793036567,304.2125011020237,295.96666463216144,305.7111117045085,300.9652811686198,299.9180547926161,300.0138871934679,300.4513867696126,295.57083257039386,291.6555595397949
17,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST,50,VERMILION,183.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.9,,VERMILION-ILLINOIS,-87.7389236131771,40.19325433549023,1817.6271217719682,2080.5989578995045,2354.3623207826213,2638.0152635081245,3530.256557117469,4945.873472771362,7274.948583769344,7277.835580966548,7013.314374325728,6162.422288678015,3499.7615021786323,2585.0734975484206,1765.7487521783169,0.0,0.0,2.768531460653652,0.0048951050201496045,0.0,0.6167832150325908,6.972727247468241,0.0,0.0,0.2999999989996423,0.0,0.0,0.0,286.1090894579054,295.3167835582386,296.61608459899475,291.7944052102682,303.8762213433539,295.6776244690368,304.91538371906415,300.4069920253087,299.3762224104021,299.6650352211265,299.10909159200173,294.7384628616013,291.1622384878305
18,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.5,,CLARK-ILLINOIS,-87.79180986091028,39.33194645838421,2261.4706795675543,2684.291636322625,2883.1367288939596,3516.3644035883112,4391.231698649211,5978.27207289725,6401.3126279182015,7026.718669565818,7074.681103452683,5581.429366151889,3070.8768971676286,2707.8130242346588,2204.9385917531135,0.0,0.0,0.0,0.0,0.0,0.048717949634943254,8.5807692664556,0.00641025641025641,0.0,0.04230769360676789,0.0,0.0,0.0,287.2384608342097,296.0141026423528,302.67692213792066,294.77051172501,304.0756417298928,297.3448717166216,307.42820622370795,300.9576924641927,300.9256403996394,301.3256385998848,300.6794867882362,296.31025656675683,291.1833335680839
19,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.3,,CLAY-ILLINOIS,-88.4839655760621,38.75469345728486,2737.6421890281063,2910.9424995573772,2942.806572832726,3360.024021944884,4039.8142856712234,4634.461756578878,5692.375297013059,6385.196057125487,6227.323175323613,5013.649734777809,3062.144016862538,2618.466644078587,2198.7100465798276,0.0,0.0,0.0,0.0,0.0,0.0,4.023287682092353,0.0,0.0,0.0,0.0,0.0,0.0,287.7356161875268,295.5904085342198,302.78629919600814,296.7191764099957,303.62602631033286,298.6753422985338,308.13561802694244,302.27671333208474,301.4547934336205,302.06849607702804,302.4369866358091,296.77534296741226,291.1630148691674
20,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.3,,COLES-ILLINOIS,-88.22931690357964,39.52354485389043,1977.2288658465015,2092.936368321622,2250.35120859823,3182.190743047457,4248.20739038074,6239.600266265546,6792.227219407624,7415.708482935393,7019.827840746909,5164.890230663324,2621.6438559277553,2235.6834000194153,1861.8041965485622,0.0,0.0,0.0,0.0,0.0,0.12222222450338764,0.15432098912604061,0.0,0.0,0.0,0.0,0.0,0.0,287.22839543848863,296.27037180205923,302.03333536783856,294.55802521882237,303.5444464035976,296.52963068455824,306.74197726779516,300.71604938271605,299.94074164496527,301.0679008578077,300.50123426649304,296.1037062656732,291.1839494116512
21,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.7,,CRAWFORD-ILLINOIS,-87.76651849897118,39.00721569571358,3026.119852970607,2988.6778012938703,2981.584708212301,3693.8080848215004,4523.970488133839,4967.56299432047,6500.961322669684,6876.174995350238,6611.133309049481,5142.687984693968,3021.239799496334,2778.695169630476,2306.4928235607945,0.0,0.0,0.0,0.0,0.0,0.0,3.498648655172941,0.0,0.0,0.0,0.0,0.0,0.0,286.9959448737067,295.8297292348501,302.2810817409206,294.8459468532253,304.19864881360854,297.4148642050253,307.16216339936125,300.88513513513516,300.9959452861064,301.51621266957875,300.66351277119406,296.41351277119406,290.5175678150074
22,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.1,,CUMBERLAND-ILLINOIS,-88.239876147104,39.27689078512252,2282.899698016166,2762.9807824278473,2767.11715738895,3290.0807646855906,4077.901247726415,5522.232739758634,6452.072490631474,7051.772117446667,6918.842874241992,5723.5737904435455,3138.8911366135167,2630.449854982608,2171.198726917316,0.0,0.0,0.0,0.0,0.0,0.0,0.6563636422157287,0.0,0.0,0.0,0.0,0.0,0.0,287.12727383700286,296.03636752041905,302.78545532226565,295.4381830388849,303.97999877929686,297.3927284934304,307.6436384721236,301.09454734108664,300.9909102006392,301.6290910200639,301.4672723943537,296.40726817737925,291.27272727272725
23,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63.7,,DOUGLAS-ILLINOIS,-88.21987061473914,39.76602048427134,1680.9110361060896,1715.7095592023877,1986.7667802569658,2606.4516142886578,3602.0243011061134,5406.943981060047,6613.800128939214,7543.081691585924,7166.477964648149,5429.12331766888,2521.770307017481,1989.933073419712,1639.5576287858478,0.0,0.0,0.0,0.0,0.0,0.0,4.390163921430463,0.0,0.0,0.0,0.0,0.0,0.0,286.9147508965164,296.0459039406698,301.28524680215804,293.5639323250192,303.7131127529457,296.1737740938781,305.9836045562244,300.76065413678276,299.76065413678276,300.4524581158747,300.24918252913676,295.8000008004611,291.4475392826268
24,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.7,,EDGAR-ILLINOIS,-87.75283363277629,39.681787903405684,2014.1620029859798,2051.1540799051804,2145.539978608236,3001.068904723997,4710.328168191813,6724.378376258983,6930.012304417438,7579.719263291756,7234.774840731089,4949.67320809051,2475.925175139869,2091.426776129771,1750.2941418589307,0.0,0.0,0.0,0.0,0.0,0.01505376382540631,8.712903244521028,0.0,0.0,0.48924731439159763,0.0,0.0,0.0,286.56774278866345,295.5225816952285,300.55053875010503,292.79139758694555,303.7000003937752,296.2494628249958,305.9677429199219,300.707528063046,299.9516115906418,300.5741944671959,299.86236375378024,295.5483884093582,291.3806454238071
25,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.3,,EFFINGHAM-ILLINOIS,-88.58501265663038,39.05949842487833,2489.085065749281,2858.5761081947467,2902.7136995300893,3100.6463594217867,3985.371229907723,5391.68463590847,6364.640494613377,6986.844050984622,6829.958837687846,5506.729529014319,2790.1438526932234,2602.277405160599,2137.8955210147165,0.0,0.0,0.0,0.0,0.0,0.0,2.889705896815833,0.0,0.0,0.0,0.0,0.0,0.0,287.1764737297507,295.8955867991728,302.854409161736,296.36617682961855,303.6029425228343,297.78235312069165,308.09117485495176,301.43970893411074,301.11176344927617,302.01764544318706,302.1794110466452,296.9132322423598,291.54705855425664
26,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.5,,FAYETTE-ILLINOIS,-89.01693949818879,38.99362863106552,2539.128125793392,2881.485499806091,2983.154153004796,3345.0835800857744,4053.263179198808,5632.828867361584,6148.10481139639,6945.343697853768,6801.36477181861,5766.868612237397,3229.637557736161,2762.028053699312,2241.3823021179815,0.0,0.0,0.0,0.0,0.0,0.03027523056082769,0.9486238513517817,0.0,0.0,0.0,0.0,0.0,0.0,286.8311935564794,295.7752287978426,302.57247672824684,296.4339431622706,302.94862407719324,297.50091832712155,307.5642224233085,301.34036814838373,300.80091563933485,301.6321100357476,302.2220181806372,296.73027528535334,291.83394237833284
27,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.6,,JASPER-ILLINOIS,-88.15006917337115,39.012089579682794,2660.731696075579,2692.481163554906,2724.6505385792434,2999.282441555866,4133.244133593541,4727.03793540394,6565.763910204634,7085.068183854084,6789.742367831724,5353.681856483593,2776.403586533869,2556.711725430531,2142.334448286617,0.0,0.0,0.0,0.0,0.0,0.0,18.416250034421683,0.0,0.0,0.0,0.0,0.0,0.0,287.04749870300293,295.7437496185303,302.63375129699705,295.69124908447264,303.74000091552733,297.5062503814697,307.5387500762939,301.0487518310547,300.96124801635744,301.57500038146975,301.26000061035154,296.5550018310547,291.1275005340576
28,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.0,,LAWRENCE-ILLINOIS,-87.72397115702887,38.724747493848305,2669.1969598006467,2623.498903181603,2575.004027756451,3668.2856041472946,4411.804280233821,5222.728096596544,6337.453403005036,6684.012026388391,6155.709007542021,4633.003023812888,3031.3146244076343,2580.2152084178488,2201.907274463152,0.0,0.0,0.0,0.007692307806932009,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000802370217,0.0,0.0,287.30191920353815,295.86730428842395,302.9711526724008,295.8846147977389,303.94615525465747,297.9846150324895,307.1230773925781,301.8615376399114,301.28653717041016,302.0423079270583,300.9807692307692,296.95576829176684,292.21538308950574
29,SURVEY,2017,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121.0,,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.9,,MARION-ILLINOIS,-88.92422997499143,38.66214613001199,2927.9057371605427,3309.481084719001,3328.9757549397696,3524.144578355033,4075.2665469619005,4757.002471060084,5883.378792779718,6734.661501092115,6492.86655245428,5279.039568476884,2980.8830017990863,2774.68647783927,2373.6871148706246,0.0,0.0,0.0,0.0,0.0,0.0,0.003333333465788099,0.0,0.05555555588669247,0.0,0.0,0.0,0.0,287.71222093370227,295.5766679551866,302.3155554877387,296.61444769965277,302.86444329155813,298.36333516438805,307.8888888888889,301.83111199273003,301.18222283257376,301.8999993218316,302.72000189887154,296.6022233751085,291.75666571723093
