key,County,State,year,longitude,latitude,EVI_04-07,pr_04-07,tmmx_04-07
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.06226734733745,40.14572846276474,1865.7910267098555,4.497541427612305,292.003173828125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.02060078951415,40.14572846276474,2093.6685715882327,5.117552757263184,292.0019836425781
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.97893423169083,40.14572846276474,2559.157196169544,6.23947811126709,291.98126220703125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.93726767386751,40.14572846276474,1874.9700193808665,8.19792652130127,291.8837890625
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.89560111604419,40.14572846276474,1815.155667778061,10.176057815551758,291.8155517578125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.85393455822089,40.14572846276474,1261.496007462534,11.30782413482666,291.6754150390625
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.81226800039757,40.14572846276474,1537.573625521929,11.917994499206545,291.474365234375
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.77060144257425,40.14572846276474,1430.732490223908,12.961188316345217,291.5121459960937
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.72893488475093,40.14572846276474,1400.5190436541366,14.260259628295898,291.4597473144531
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.68726832692762,40.14572846276474,1448.1625255040644,14.24057674407959,291.44635009765625
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.14560046298409,40.18739502058806,1653.8657587712137,8.926194190979004,292.276123046875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.10393390516077,40.18739502058806,1665.6431262044591,8.630949974060059,291.9495849609375
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.06226734733745,40.18739502058806,1536.744413178103,8.453804016113281,291.85089111328125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.02060078951415,40.18739502058806,1499.291671160758,7.883000373840332,291.7655944824219
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.97893423169083,40.18739502058806,1631.9244737790723,8.739206314086914,291.7253723144531
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.93726767386751,40.18739502058806,1637.4801963038976,10.225265502929688,291.6656799316406
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.89560111604419,40.18739502058806,1588.7194254174926,11.19956874847412,291.51580810546875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.85393455822089,40.18739502058806,1613.276523581942,11.996726036071776,291.4244079589844
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.81226800039757,40.18739502058806,1790.3326637833436,12.862773895263672,291.37322998046875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.77060144257425,40.18739502058806,1812.085150111132,14.388197898864746,291.36834716796875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.72893488475093,40.18739502058806,1530.5194413117097,15.008209228515623,291.3878479003906
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.68726832692762,40.18739502058806,1403.4135336477077,15.913622856140137,291.3244934082031
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.14560046298409,40.229061578411375,1801.9399878135648,15.293611526489258,291.9617614746094
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.10393390516077,40.229061578411375,1661.0903312615826,15.096782684326172,291.6729736328125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.06226734733745,40.229061578411375,1656.008232223348,14.732648849487305,291.61328125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.02060078951415,40.229061578411375,1605.483874041689,14.043747901916504,291.6705322265625
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.97893423169083,40.229061578411375,1846.571736645528,14.063430786132812,291.57305908203125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.93726767386751,40.229061578411375,1603.725508919283,14.043747901916504,291.4536437988281
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.89560111604419,40.229061578411375,1595.8453234739045,13.413894653320312,291.17462158203125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.85393455822089,40.229061578411375,1707.0334171551965,11.366873741149902,290.938232421875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.81226800039757,40.229061578411375,2025.217167573333,11.317666053771973,291.06982421875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.77060144257425,40.229061578411375,1550.6628079153174,13.236748695373535,291.0515441894531
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.72893488475093,40.229061578411375,1624.7622231394353,13.472943305969238,291.0978698730469
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.68726832692762,40.229061578411375,1795.7181142145246,13.974857330322266,291.1441650390625
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.6456017691043,40.229061578411375,2100.414889550744,16.582841873168945,291.10272216796875
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.14560046298409,40.270728136234695,1735.8919064072122,21.375627517700195,291.71075439453125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.10393390516077,40.270728136234695,1749.4726090568695,22.802637100219727,291.61572265625
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.06226734733745,40.270728136234695,1642.9543248653342,23.678525924682617,291.4950866699219
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-89.02060078951415,40.270728136234695,1826.193485794512,21.542932510375977,291.3183898925781
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.97893423169083,40.270728136234695,1746.3701652762902,21.44451713562012,291.17706298828125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.93726767386751,40.270728136234695,1800.4270449763023,20.03718948364257,291.07470703125
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.89560111604419,40.270728136234695,1593.4519576159023,18.659387588500977,290.8151550292969
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.85393455822089,40.270728136234695,1462.9395676943934,15.470757484436035,290.8212585449219
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.81226800039757,40.270728136234695,2020.8998736323483,13.463102340698242,290.8894958496094
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.77060144257425,40.270728136234695,1848.4141984684536,12.085299491882324,290.9808959960937
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.72893488475093,40.270728136234695,1450.534162225128,10.589398384094238,290.9528503417969
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.68726832692762,40.270728136234695,1476.2430451618156,10.746862411499023,290.9236145019531
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.6456017691043,40.270728136234695,1541.2795459182994,12.23292064666748,290.9626159667969
DE WITT-ILLINOIS,DE WITT,ILLINOIS,2015,-88.60393521128098,40.270728136234695,1552.0557177383748,13.531991958618164,290.9504089355469
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,39.93739567364816,1706.2916693745954,0.0,293.3020935058594
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,39.93739567364816,1649.0440303455955,0.0,293.2752685546875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,39.93739567364816,1776.2328768950615,0.4330228567123413,293.2033996582031
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,39.93739567364816,2003.534334092736,0.4723886251449585,293.1315002441406
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,39.93739567364816,1874.4842178726608,0.4625471830368042,293.04132080078125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,39.93739567364816,1811.518807875431,0.4822300970554352,292.9255676269531
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,39.93739567364816,1743.1346569011846,0.5117544531822205,293.0608215332031
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,39.93739567364816,1613.4474045466086,0.6593762040138245,293.0157470703125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.14560046298409,39.93739567364816,1834.673990126768,0.9546196460723876,292.91461181640625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,39.97906223147148,1743.6202930732582,0.0,293.31549072265625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,39.97906223147148,1626.2776498668975,0.0,293.1899719238281
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,39.97906223147148,1592.2061068807998,0.0,293.11444091796875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,39.97906223147148,1596.4927657792746,0.0,293.11932373046875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,39.97906223147148,1778.0797960503826,0.0,293.1936340332031
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,39.97906223147148,1563.6054819052774,0.4822300970554352,293.080322265625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,39.97906223147148,1568.6732766613802,0.6396932601928711,292.9913635253906
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,39.97906223147148,1549.9877571574575,0.8857295513153076,292.91583251953125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,39.97906223147148,1600.7307252339515,1.043192744255066,293.0230407714844
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,39.97906223147148,1543.9623662404267,1.2695460319519043,293.0059814453125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.14560046298409,39.97906223147148,1649.224682929942,1.3581191301345823,292.94140625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.0207287892948,1571.9972573528546,0.0,293.2021789550781
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.0207287892948,1473.6774470973955,0.0,293.1631774902344
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.0207287892948,1988.3052299080773,0.0,293.083984375
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.0207287892948,1774.545339756193,0.0,293.1960754394531
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.0207287892948,1636.4288832426676,0.0,293.1266174316406
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.0207287892948,1637.1794022695033,0.3050839900970459,293.0937194824219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.0207287892948,1650.2612214962764,0.570803165435791,293.0291442871094
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.0207287892948,1796.55593337058,0.9250953197479248,292.9962463378906
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.0207287892948,1610.5320366466603,1.5647895336151123,292.9645690917969
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,40.0207287892948,1673.8719949389845,2.1552765369415283,293.0096435546875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.14560046298409,40.0207287892948,1605.137560351919,2.598141670227051,292.8914489746094
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.06239534711811,1702.5151394734662,0.0,293.1315002441406
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.06239534711811,1748.8551516426046,0.0,293.1899719238281
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.06239534711811,1668.9242790925875,0.0,293.2021789550781
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.06239534711811,1779.7084849508994,0.0,293.2265319824219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.06239534711811,1731.6800488665317,0.0,293.218017578125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.06239534711811,1853.6796757604848,0.0,293.17535400390625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.06239534711811,1847.263288922368,0.0,293.10955810546875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.06239534711811,1888.0789433804505,0.0,293.0657043457031
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.06239534711811,1815.245070936444,0.6101689338684082,293.0108642578125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,40.06239534711811,1793.440959776295,1.3974848985671997,292.9657897949219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.14560046298409,40.06239534711811,1600.5869702182829,1.9486061334609983,292.7586364746094
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.10406190494143,1985.59383988784,0.0,293.17535400390625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.10406190494143,1947.132384036379,0.0,293.1448974609375
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.10406190494143,1870.6265767649,0.0,293.1047058105469
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.10406190494143,1640.972057002665,0.0,293.11688232421875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.10406190494143,2024.926118013736,0.0,293.18634033203125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.10406190494143,1720.7207610531934,0.0,293.24725341796875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.10406190494143,1764.474842035199,0.0,293.1376037597656
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.10406190494143,1669.7143804427576,0.0,293.07666015625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.10406190494143,1569.0953410141287,0.4920715391635895,292.97674560546875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,40.10406190494143,1783.8553664402898,0.708583414554596,292.82080078125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.14560046298409,40.10406190494143,1804.0416489307368,1.0333513021469116,292.68798828125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.14572846276474,1689.4170220191947,0.0,293.080322265625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.14572846276474,1625.9098600176835,0.0,293.0145263671875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.14572846276474,1665.2572800542289,0.0,293.0693664550781
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.14572846276474,2030.6836999799248,0.0,293.18023681640625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.14572846276474,2755.597060253601,0.0,293.2411499023437
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.14572846276474,2411.9429075425955,0.3149254322052002,293.2984313964844
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.14572846276474,1686.064858523602,2.480044364929199,293.1181030273437
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.14572846276474,1642.1138931304397,3.552762269973755,293.0157470703125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.14572846276474,1616.349086679195,3.5035550594329834,292.8573303222656
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,40.14572846276474,1607.2003411912883,3.493713617324829,292.674560546875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.18739502058806,1640.1021606179472,0.4920715391635895,292.9609069824219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.18739502058806,1676.7633667091502,1.0038268566131592,292.8999938964844
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.18739502058806,1637.620476225277,1.732094168663025,292.90606689453125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.18739502058806,1660.879083857477,3.0410070419311523,293.08154296875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.18739502058806,1765.690362566449,4.271188259124756,293.1497802734375
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.18739502058806,1917.81776177011,6.328051090240479,293.11199951171875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.18739502058806,1565.1430420124527,10.028435707092283,292.9365539550781
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.18739502058806,1552.9739225015594,10.126851081848145,292.8000793457031
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.18739502058806,1640.3885627745694,9.841448783874512,292.6270446777344
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,40.18739502058806,1664.4340438392328,9.10334014892578,292.4759521484375
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.229061578411375,1635.4769387149777,0.383815586566925,292.80615234375
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.229061578411375,1586.5124380976208,1.2104973793029783,292.6940612792969
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.229061578411375,1540.9172399714878,2.8835437297821045,292.6903991699219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.229061578411375,1777.0939879925293,6.131222248077393,292.7659606933594
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.229061578411375,1652.0586349847556,10.126851081848145,292.7415771484375
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.229061578411375,1724.3550388633255,13.010395050048828,292.67578125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.229061578411375,1637.5495292652504,14.10279655456543,292.44793701171875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.229061578411375,1705.4597107495783,14.338991165161133,292.3614196777344
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.229061578411375,1850.5791848942783,14.476771354675291,292.1981506347656
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.270728136234695,1593.1556722663336,1.840350151062012,292.3930969238281
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.270728136234695,1629.1364554535562,3.326409101486206,292.3139038085937
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.270728136234695,1573.1773687847483,6.741392135620117,292.2968444824219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.270728136234695,1637.63574910437,10.244948387145996,292.27001953125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.270728136234695,1682.2894210094305,13.74850368499756,292.1920471191406
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.270728136234695,2064.120006960807,15.519965171813965,292.0787353515625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.270728136234695,1823.452242996315,17.1438045501709,291.9300842285156
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.270728136234695,1614.8885367234716,18.97431373596192,291.747314453125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.22893357863072,40.270728136234695,1926.8050925686664,20.942604064941406,291.6863708496094
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.18726702080741,40.270728136234695,1801.3075378599842,21.12959098815918,291.6449584960937
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.56226604121724,40.31239469405801,1615.3218029316724,3.2083115577697754,292.24688720703125
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.52059948339394,40.31239469405801,1600.0105882789992,5.629308223724365,292.1238098144531
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.47893292557062,40.31239469405801,1673.660767893784,8.857303619384766,291.8984069824219
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.4372663677473,40.31239469405801,1752.0346739047982,11.711323738098145,291.8082275390625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.39559980992398,40.31239469405801,1759.6551952587463,15.46091651916504,291.5876770019531
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.35393325210067,40.31239469405801,1965.089278629902,17.773656845092773,291.71441650390625
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.31226669427735,40.31239469405801,1911.67924729806,19.03336334228516,291.63641357421875
LOGAN-ILLINOIS,LOGAN,ILLINOIS,2015,-89.27060013645404,40.31239469405801,1696.5149553622125,20.47021484375,291.4853210449219
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.10393390516077,39.68739632670827,1696.6278073697813,0.5806446075439453,292.9962463378906
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.06226734733745,39.68739632670827,1513.7965807167495,0.708583414554596,292.9755249023437
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.02060078951415,39.68739632670827,1932.7861489296365,0.9841440320014954,292.91827392578125
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.97893423169083,39.68739632670827,1837.2093961158089,1.436850666999817,292.7903137207031
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.93726767386751,39.68739632670827,1447.7571039822185,1.4171677827835083,292.77813720703125
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.89560111604419,39.68739632670827,1466.0095294317891,1.2793874740600586,292.77691650390625
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.85393455822089,39.68739632670827,1396.852657597601,1.19081449508667,292.7988586425781
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.81226800039757,39.68739632670827,1598.6261279922878,1.2990703582763672,292.686767578125
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.10393390516077,39.72906288453159,1620.358960446339,1.2203388214111328,293.08154296875
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.06226734733745,39.72906288453159,1646.1763464641836,1.7419356107711792,292.9925842285156
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.02060078951415,39.72906288453159,1663.3871600861903,2.342264175415039,292.8524780273437
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.97893423169083,39.72906288453159,1416.7334200089367,2.607983112335205,292.7330627441406
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.93726767386751,39.72906288453159,1501.287993703269,1.7124112844467163,292.7513427734375
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.89560111604419,39.72906288453159,1625.5060481530932,1.0038268566131592,292.7427978515625
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.85393455822089,39.72906288453159,1403.1096810346774,0.9546196460723876,292.7476806640625
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.10393390516077,39.7707294423549,1613.2534331838192,3.2181529998779297,293.0108642578125
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.06226734733745,39.7707294423549,1715.7391230170929,5.196284294128418,292.8987731933594
MACON-ILLINOIS,MACON,ILLINOIS,2015,-89.02060078951415,39.7707294423549,1693.3535240971153,7.026793956756592,292.8768310546875
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.97893423169083,39.7707294423549,1908.9449981067503,6.6528191566467285,292.82080078125
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.93726767386751,39.7707294423549,2072.882530594693,4.536907196044922,292.8268737792969
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.89560111604419,39.7707294423549,2489.78601403388,2.2241666316986084,292.71112060546875
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.85393455822089,39.7707294423549,2459.8831065702448,1.6632040739059448,292.6173095703125
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.81226800039757,39.7707294423549,1970.1980588362087,2.6473488807678223,292.5320129394531
MACON-ILLINOIS,MACON,ILLINOIS,2015,-88.77060144257425,39.7707294423549,1417.8961482999655,4.389285564422607,292.4235534667969
