,key,y,longitude,latitude,EVI_04-07,pr_04-07,tmmx_04-07
102,EATON-MICHIGAN,0.6168116849654791,-84.84876747007297,42.592905392778114,1874.5971208098533,2.301975621531407,284.2487560908
103,EDDY-NORTH DAKOTA,7.3324994879032515,-98.94618426087656,47.70689746593556,1321.4758656029162,3.0883006188604565,274.80999473289205
104,EDGAR-ILLINOIS,3.84101050426805,-87.74809439140992,39.68073520562029,1760.1686814771679,9.191277992340826,291.99818272744454
105,EFFINGHAM-ILLINOIS,5.832185420348921,-88.58529171257452,39.05925629693826,2433.863162979417,4.731131199528189,292.4467674704159
106,EMMET-IOWA,4.044135848201113,-94.68087731887692,43.375591696288716,1259.5636305382393,11.048815604412194,278.4921643806226
107,EMMONS-NORTH DAKOTA,4.39673142378027,-100.17218696509177,46.27864595660182,1446.4911773337342,1.915877691188524,277.37792424638144
108,FAIRFIELD-OHIO,7.646903133178322,-82.63899665829096,39.762301627667284,2558.6846491877654,9.375974648707622,291.7506322087468
109,FAULK-SOUTH DAKOTA,4.884860746996512,-99.1058926460054,45.085724412626455,1507.8654872640354,0.0,277.93566876366026
110,FAYETTE-ILLINOIS,6.3767385763511175,-89.01537597470956,38.997600467053566,2525.6841483168887,5.939991006063758,292.4371690662629
111,FAYETTE-IOWA,1.253854086637163,-91.86457187748809,42.85147901017316,1636.5034399074314,6.87486159604443,282.5600989475723
112,FAYETTE-OHIO,3.4013892641449868,-83.45847617272292,39.5628023682276,1882.8987765128568,6.0524905522664385,291.4643046061198
113,FLOYD-IOWA,3.246321767559843,-92.79168758105203,43.05117413363408,1522.4622226777733,10.423031477701096,280.97972797212145
114,FORD-ILLINOIS,1.512933089120843,-88.21905912621952,40.59895366080523,1462.8831541087811,6.8991108064527635,288.8136965268618
115,FOSTER-NORTH DAKOTA,7.192870814910552,-98.88557770449209,47.45231104412939,1230.2771427937525,2.959086025202716,274.9724686234086
116,FRANKLIN-ILLINOIS,13.174423777636443,-88.92681165983146,37.989903269695596,3182.286566320817,10.264318481324212,294.97670491536456
117,FRANKLIN-IOWA,2.564915878680213,-93.25974303049419,42.73003105498545,1412.2507304727833,10.336900966336028,280.82592218572444
118,FRANKLIN-MISSOURI,49.89699945504151,-91.10956171970396,38.49336850216835,3441.9997470956714,29.41152778915737,296.2392763884171
119,FRANKLIN-OHIO,6.340962734439862,-83.05388685807104,39.923469054982256,2291.6687730695567,9.872416365941366,291.2808894856771
120,FREMONT-IOWA,2.067232832656122,-95.58353541567473,40.751981664560866,1551.0454541100812,0.012157051703509163,287.19981043198527
121,FULTON-ILLINOIS,1.709420776485671,-90.21665814705653,40.472923880492104,1979.7197344741028,1.369426629856123,289.8829871644365
122,FULTON-OHIO,2.37525770113906,-84.13576857384767,41.602408247003225,1588.1541879258905,3.009260367962622,279.9971889372795
123,GALLATIN-ILLINOIS,10.739952483914005,-88.22514405699584,37.77969023985555,1822.5983440074517,6.190085172653198,296.5916604096035
124,GASCONADE-MISSOURI,22.209589813818884,-91.5147092457676,38.47169951534469,3686.3051945220423,10.653705273589043,296.8020621521832
125,GENESEE-MICHIGAN,2.113931333792605,-83.7308696918778,43.03228347454339,2064.144283132839,8.809201062942037,284.42993755729833
126,GLADWIN-MICHIGAN,1.9291674883449343,-84.45842422815545,43.9645458746945,1962.6402905997477,9.018897863081945,282.45350741162713
127,GRAND FORKS-NORTH DAKOTA,6.4412266731835,-97.48023426445069,47.9255899317846,1102.2235062465472,3.6981642205912366,277.34644449563854
128,GRANT-SOUTH DAKOTA,4.970908942351776,-96.71961240546418,45.17342066874307,1430.6203381092798,0.29086887632679737,276.4714843228332
129,GRATIOT-MICHIGAN,7.449806727835925,-84.60689203090683,43.29604552924339,1600.940232450088,16.887031826105986,283.0339143926447
130,GREENE-ILLINOIS,5.718188916415873,-90.38585894084746,39.353967621888806,2335.2795390413776,5.980705819410436,294.56876077090993
131,GREENE-IOWA,1.3482034185806548,-94.39301871839356,42.03570237658916,1455.347167499078,4.046512358567932,281.76419136740947
132,GREENE-OHIO,3.9576468418751904,-83.84502025031075,39.6800042207024,2192.7341343972716,4.107574090361595,291.5813264846802
133,GRIGGS-NORTH DAKOTA,6.366501762310506,-98.23460744482499,47.445909707862874,1240.0919253380546,3.0234563887119292,275.3335390726725
134,GRUNDY-ILLINOIS,0.745484301332475,-88.42551696918929,41.27452045136116,1524.06809476181,1.2990704369731247,284.1570520401001
135,GRUNDY-IOWA,0.849661806963833,-92.79269729160744,42.397945953038594,1543.612858430546,4.418932917714119,282.57190933227537
136,GUTHRIE-IOWA,1.9859295960374403,-94.50199668070367,41.686263632998255,2032.1484563929914,1.6573389404349856,282.40657459605825
137,HAMILTON-IOWA,1.7796894080237793,-93.70820666359822,42.38484909613167,1271.2710830899073,6.566147097132423,281.2748732133345
138,HAMILTON-OHIO,7.985212781839929,-84.68857015573754,39.22772475609859,2746.2078182794676,4.091581696813757,292.68218647349966
139,HAMLIN-SOUTH DAKOTA,3.9141559169625433,-97.19807925342843,44.679749086297825,1441.870877452353,0.5935478203826481,276.44471367730034
140,HANCOCK-ILLINOIS,1.866814289698341,-91.1612898382304,40.40253429015392,2050.0877189880207,0.004554712575329236,289.4127487308723
141,HANCOCK-IOWA,7.759114315318391,-93.74122197436104,43.07920889937603,1162.0026680914366,15.72451058842919,279.03558349609375
142,HANCOCK-OHIO,1.6893812622665092,-83.66688435608562,41.00201850380498,1896.7059228090106,5.976639369638955,284.4992389213748
143,HAND-SOUTH DAKOTA,4.091454912097723,-98.96840025577511,44.57058694326554,1562.766010593094,0.0,278.2506843028722
144,HARDIN-IOWA,2.133408623480496,-93.23402060744307,42.37830809739248,1558.0833207212465,3.4664260121909054,281.7638445767489
145,HARDIN-OHIO,2.2559501768970893,-83.65842758494506,40.66253316125679,1685.7177875657535,3.7224642619108543,287.466551951873
146,HARRISON-IOWA,1.0230110789322424,-95.81052439132476,41.67385323228983,1529.5671495999227,0.6043130824388552,283.2255501234827
147,HARRISON-OHIO,9.392948543752455,-81.06493371960718,40.35360587019765,2614.4484752767794,14.036457662229184,290.09003646285447
148,HENDERSON-ILLINOIS,4.688870366193757,-90.91295759819432,40.811624594380554,1850.6597924935447,5.48287961835211,287.43920343572444
149,HENRY-ILLINOIS,0.6396692277816528,-90.13665967745627,41.34686806311193,1737.8101128193648,1.612028613438209,285.7403828938802
150,HENRY-IOWA,7.670905241211233,-91.52745074224904,41.000153771299395,1982.5986531011972,15.539340276271105,286.6719961166382
151,HENRY-OHIO,2.864543964902376,-84.07092664628685,41.33063549036867,1664.619872243311,2.282512407643454,281.1306182861328
152,HIGHLAND-OHIO,5.906793588904805,-83.62891724628093,39.19158372776629,2513.9272076195284,7.4589231772856275,292.3342968333851
153,HILLSDALE-MICHIGAN,1.2262580833831296,-84.58820247955046,41.88096394720773,1812.4779493549702,2.7438554496181253,281.1922610535914
154,HOCKING-OHIO,5.057412465813474,-82.52310538313347,39.51516181902522,2361.5487526856996,6.756588409928715,291.96897888183594
155,HOLMES-OHIO,7.444671362479774,-81.95635680848667,40.57949628513755,2962.804523921659,9.449695387194234,288.8033412810295
156,HOWARD-IOWA,7.759030748438515,-92.31902364684127,43.34858647013637,1542.8079494939955,16.274050105701793,279.95031540115156
157,HUMBOLDT-IOWA,3.393374941117424,-94.21076601881113,42.777654438647694,1213.8411530166907,10.58143189691362,280.16907864525206
158,HURON-MICHIGAN,2.123314764319394,-83.0122503370643,43.83100277776753,1629.7056334349188,3.1886287122775037,279.8468633761072
159,HURON-OHIO,2.7497538312292957,-82.59786356507162,41.14632572902303,1922.886856811326,9.212210938334465,285.1083423614502
160,HUTCHINSON-SOUTH DAKOTA,1.7312279630834428,-97.76481181938631,43.3354974664048,1735.613504299752,3.250156018027553,279.85731540256074
161,IDA-IOWA,2.776851998877023,-95.50667876651704,42.38512378580109,1572.059581785062,3.866495835058617,279.89882590553975
162,INGHAM-MICHIGAN,1.9225854515700644,-84.34688660051854,42.57821490214831,1785.685378694171,1.5233461068736183,284.65167609320747
163,IONIA-MICHIGAN,4.981967650062596,-85.06607529134929,42.92806832558058,1669.1376100861505,12.977204584607891,284.20724606981463
164,IOWA-IOWA,0.3984281076546286,-92.0693683787945,41.67496811722481,1938.668836624748,0.7361197781683219,284.6856002036971
165,IROQUOIS-ILLINOIS,1.8055817291220708,-87.8279599399587,40.74393511289623,1470.614233617392,5.852556813330877,287.83590552920384
166,ISABELLA-MICHIGAN,6.534140938912393,-84.81998065411018,43.63090956442474,1673.4136012163785,16.70294747060659,282.82598129583863
167,JACKSON-IOWA,0.4816536506066968,-90.58122201926271,42.161628550291276,2082.718925530847,0.38816894218325615,284.2090979356032
168,JACKSON-MICHIGAN,2.203513343833354,-84.44815625294252,42.2526800044138,1845.3671067596276,1.156105772192989,283.180184500558
169,JACKSON-OHIO,7.9924539863615776,-82.64142501725523,38.973772783397386,2906.587178043479,4.8582306464513145,292.6984537760417
170,JASPER-ILLINOIS,4.478854323469561,-88.147770846524,39.01073766588409,2066.7205832040227,3.523114988207817,292.4747844696045
171,JASPER-IOWA,1.521875283477129,-93.05485319256746,41.68593106786568,1925.3210891988863,0.04342728947836255,283.27816288054936
172,JASPER-MISSOURI,30.953584180735174,-94.35754025177434,37.25647472259546,4397.152185849484,0.0,301.383238250134
173,JEFFERSON-ILLINOIS,19.786213267763983,-88.92461843565484,38.2850320271838,3346.3940131994286,18.829470858854407,293.721000402114
174,JEFFERSON-IOWA,5.824006609021056,-91.95976741313113,41.04049823832662,2071.9957493420934,16.3493307576035,286.27261953642875
175,JERAULD-SOUTH DAKOTA,3.813692601661591,-98.57294649476832,44.065851154472924,1612.296252295626,0.16689840174212897,278.32431722424695
176,JERSEY-ILLINOIS,7.094610942519278,-90.33732121876359,39.102941535310265,2659.4021262901388,5.425980145076536,294.5013692603921
177,JO DAVIESS-ILLINOIS,0.8910916123533164,-90.15038305806279,42.372149019177805,2005.885352425435,0.6125271916389465,283.52797476450604
178,JOHNSON-ILLINOIS,13.61779074739106,-88.87597199398765,37.429939613356446,3193.9739690687898,6.105943137524175,297.1434272317325
179,JOHNSON-IOWA,0.9898692130204856,-91.59316541377076,41.6511348586393,1997.6577975361108,1.496930480003357,285.3945245651972
180,JOHNSON-MISSOURI,17.495442979133344,-93.81578279767457,38.743785996712504,3224.044941211454,1.3828767579980195,300.92379355430603
181,JONES-IOWA,0.2647548333064808,-91.14695256346016,42.110447121616225,1711.8823553506666,0.5002358200197871,284.43918366865677
182,KALAMAZOO-MICHIGAN,1.0451626083998533,-85.51424297603012,42.214660124569434,1900.9476848871898,1.4090038754723289,283.76181723854756
183,KANE-ILLINOIS,0.4642939710311713,-88.48247584500419,41.94099707766246,1773.541587407951,0.5609621062528255,281.96438563147257
184,KANKAKEE-ILLINOIS,1.1900919826037883,-87.86818558986134,41.14052600489483,1601.807329810453,3.023439537141925,285.2136800890771
185,KEOKUK-IOWA,0.2751571636271389,-92.17069225735483,41.340878995551805,1962.6237928518804,3.8767474730583755,284.96970506147903
186,KIDDER-NORTH DAKOTA,5.184000810201957,-99.7733925718341,46.978985503067435,1350.585810071557,3.963054319456512,276.00954817229626
187,KNOX-ILLINOIS,1.12053490485889,-90.21637510493271,40.93692770505756,1856.4068376302412,5.890310006939675,286.9722252207354
188,KNOX-OHIO,4.751153633299873,-82.44741660327568,40.39429556988967,2563.1963649377344,9.090217957129845,289.23636451134314
189,KOSSUTH-IOWA,7.127201275468607,-94.20322192819668,43.20343898096512,1194.93008974268,14.722749023210435,279.12182998657227
190,LAFAYETTE-MISSOURI,13.219108259988854,-93.76827589921426,39.07626437660833,2722.3365383705373,3.183129236102104,300.340337117513
191,LAKE-SOUTH DAKOTA,3.948776742596191,-97.13041521586514,44.023449167151526,1479.7780984418328,0.44678271065155667,277.2749113859954
192,LAPEER-MICHIGAN,1.5118454022597358,-83.19384342946181,43.115003332737736,1950.210345246369,4.639850601685786,283.8696178335004
193,LAWRENCE-ILLINOIS,4.587378986855885,-87.72550091359551,38.722784228430065,2296.9927587436136,7.137510336362398,293.1151686448317
194,LAWRENCE-MISSOURI,30.158613964187428,-93.90291209997154,37.10404904586057,4505.376589516211,0.0,300.2727714361146
195,LEE-ILLINOIS,1.070321639457377,-89.29562490648843,41.73714248095144,1584.3167530803307,0.41281769470830937,284.1111455596654
196,LEE-IOWA,2.7703436293147936,-91.48669475984217,40.66777292321341,2165.1025360497383,0.03140411249707254,288.07588933023175
197,LENAWEE-MICHIGAN,2.404378906495974,-84.04980570145578,41.8795468028627,1675.2563519274477,5.152967131499088,280.7714887676817
198,LEWIS-MISSOURI,5.589352079960273,-91.71749413492863,40.09141160997964,2496.2929741501102,0.4023632552379217,291.08257821890027
199,LICKING-OHIO,5.947482984330032,-82.54479640797486,40.09749615965554,2406.616186410672,9.515868208823948,290.55278085131164
200,LINCOLN-SOUTH DAKOTA,1.9586256187585305,-96.72524513294658,43.27490746241951,1569.6187318874868,1.742470505768838,279.5035022238026
201,LINN-IOWA,0.7957296339003681,-91.60373329566538,42.085232049350125,1795.6929251481317,0.6583647182054608,284.90461802259784
202,LIVINGSTON-ILLINOIS,1.5883845787918591,-88.55779669554454,40.891616461980256,1483.6000239483765,5.926191954385667,287.3713021051316
203,LIVINGSTON-MICHIGAN,1.9250972542212923,-83.98000246400693,42.62913592118628,2044.435592687296,2.4553929440026145,284.527979878546
204,LIVINGSTON-MISSOURI,9.274978198171787,-93.53873963758345,39.782752812485995,2555.569917236659,0.30625005223249135,296.81029831735714
205,LOGAN-ILLINOIS,3.810159731864249,-89.36837074457091,40.12273867354457,1714.069609703214,4.1250283588277235,292.80508996944616
206,LOGAN-OHIO,2.2493144451887988,-83.76587681120343,40.387395400309416,1897.9348804515055,5.968564848105113,288.67199918958875
207,LORAIN-OHIO,2.3859389625565823,-82.17376605751059,41.25638395115972,2318.76437835464,6.321946961970269,284.64375208601166
208,LOUISA-IOWA,4.616467541514663,-91.27351855671085,41.211184227717396,1878.516881032835,11.236250407768019,286.5437127315637
209,LUCAS-IOWA,3.853930827891503,-93.32575369106547,41.02619513411493,2753.0709309982612,0.0,285.0314326430812
210,LUCAS-OHIO,2.8839134332941,-83.67219223658316,41.60000763268392,1753.1081465361278,4.290871082567701,279.6318191827512
211,LYON-IOWA,2.3227162574575635,-96.19583535496852,43.378402582587185,1593.9799564642026,5.449975120900858,279.1201988759667
